0, 26424,
1, 26936,
2, 31508,
3, 30081,
4, 28999,
5, 27977,
6, 30201,
7, 25314,
8, 28461,
9, 25397,
10, 25581,
11, 20081,
12, 25613,
13, 15337,
14, 19425,
15, 18058,
16, 17550,
17, 10852,
18, 19002,
19, 10150,
20, 17046,
21, 12785,
22, 9198,
23, 7294,
24, 16088,
